id,clase_construcion,clase_zonificacion,proximidad_calle,area_propiedad,acceso_carretera,acceso_callejon,forma_propiedad,nivelado_propiedad,tipo_servicios,tipo_solar,nivelado_solar,vecindarion,proximidad_ferrocarril,proximidad_ferrocarril2,tipo_propiedad,estilo_propiedad,calidad_material,condicion_general,anio_construcion,anio_remodelacion,tipo_techo,material_techo,cubierta_exterior,revestimiento_exterior,tipo_chapa,area_revestimiento,calidad_exterior,condicion_exterior,tipo_cimiento,calidad_sotano,condicion_sotano,exposicion_sotano,tipo_sotano1,area_asotano1,tipo_sotano2,area_sotano2,area_nosotano,area_sotano,tipo_calefacion,calidad_calefacion,tipo_aireAcond,tipo_electricidad,area_piso1,area_piso2,area_bajacalidad,area_habitableUp,n_baniosSotano,n_mitadBanioSotano,n_banios,n_medioBanio,BedroomAbvGr,KitchenAbvGr,calidad_cocina,n_habitacionesNoBanios,calificacion_domestica,n_chimeneas,calidad_chimeneas,tipo_garage,anio_garage,acabado_garage,area_garageCoches,area_garage,calidad_garage,condicion_garage,tipo_entrada,area_madera,area_porcheAbierto,area_porcheCerrado,area_tresEstaPorche,area_pantalla_porche,area_pisicina,calidad_piscina,calidad_cerca,caracteristicas_noCubiertas,valor_miscelanea,mes_vendido,anio_vendido,tipo_venta,condicion_venta,precio
2569,NEWERSTYLES,LD,,21579,P,,1,LVL,ALLPUB,CULDSAC,0,Crawfor,NORNAM,NORMAL,SD,OS,6,6,1968,1968,H,SS,HB,BRKFACE,N,0.0,TA,2,PC,4.0,3.0,1.0,4.0,813.0,1.0,0.0,675.0,1488.0,GASA,4,1,SBRKR,1488,0,0,1488,0.0,1.0,2,0,3,1,TA,7,TYP,2,GD,ATTCH,1968.0,RFN,2.0,552.0,TA,TA,Y,0,0,216,0,0,0,,,,0,9,2007,CWD,NORMAL,208156.39893518802
2570,PUDNEWER,MD,24.0,1782,P,,0,LVL,ALLPUB,INSIDE,0,Blueste,NORNAM,NORMAL,TIU,TS,6,6,1980,1980,G,SS,MS,METALSD,N,0.0,TA,3,CB,4.0,3.0,1.0,6.0,330.0,1.0,0.0,186.0,516.0,GASA,3,1,SBRKR,529,516,0,1045,0.0,0.0,1,0,2,1,TA,5,TYP,1,TA,DETCH,1980.0,UNF,2.0,462.0,TA,TA,Y,180,0,0,0,0,0,,MNPRV,,0,12,2007,WD,NORMAL,159233.941347257
2571,NEWERSTYLES,LD,,17871,P,,2,LVL,ALLPUB,INSIDE,0,Crawfor,NORNAM,NORMAL,SD,OS,4,5,1995,1996,G,SS,VS,VINYLSD,N,0.0,TA,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1680.0,1680.0,GASA,3,1,SBRKR,1680,0,0,1680,0.0,0.0,2,0,4,1,GD,7,TYP,0,,ATTCH,1996.0,UNF,2.0,628.0,TA,TA,Y,152,0,0,0,0,0,,,,0,6,2007,WD,NORMAL,210820.11513493102
2572,PUD,MD,35.0,3907,P,,1,BNK,ALLPUB,INSIDE,1,Blueste,NORNAM,NORMAL,TEU,OS,8,5,1988,1988,G,SS,HB,HDBOARD,N,0.0,TA,2,CB,4.0,3.0,4.0,6.0,577.0,1.0,0.0,427.0,1004.0,GASA,3,1,SBRKR,1020,0,0,1020,1.0,0.0,1,0,1,1,TA,4,TYP,0,,ATTCH,1988.0,UNF,2.0,509.0,TA,TA,Y,135,0,0,0,0,0,,,,0,3,2007,WD,NORMAL,140196.10979821
2573,NEWERSTYLES,LD,,20693,P,,1,BNK,ALLPUB,CORNER,0,Crawfor,NORNAM,NORMAL,SD,OS,7,5,1971,1971,G,SS,PW,PLYWOOD,BF,652.0,TA,2,CB,4.0,3.0,1.0,3.0,434.0,1.0,0.0,1262.0,1696.0,GASA,4,1,SBRKR,1696,0,0,1696,0.0,0.0,2,0,3,1,TA,7,TYP,2,TA,ATTCH,1971.0,FIN,2.0,625.0,TA,TA,Y,0,146,0,0,0,0,,GDWO,,0,2,2007,WD,NORMAL,198678.469082978
2574,NEWERSTYLES,LD,70.0,18044,P,,1,HLS,ALLPUB,CULDSAC,0,Crawfor,NORNAM,NORMAL,SD,OS,8,5,1986,1986,G,SS,WSH,PLYWOOD,N,0.0,GD,2,CB,4.0,3.0,1.0,1.0,0.0,1.0,0.0,279.0,279.0,GASA,3,1,SBRKR,2726,0,0,2726,0.0,0.0,2,1,2,1,GD,6,TYP,1,GD,ATTCH,1986.0,FIN,2.0,691.0,GD,GD,Y,216,64,169,0,0,228,Ex,,,0,8,2007,WD,NORMAL,186818.610760803
2575,FINISHEDAGES,MD,50.0,7000,P,,0,LVL,ALLPUB,CORNER,0,IDOTRR,NORNAM,NORMAL,SD,OHF,6,7,1940,1950,G,SS,WS,WDSDNG,N,0.0,TA,2,BT,3.0,3.0,1.0,5.0,375.0,1.0,0.0,345.0,720.0,GASA,3,1,FUSEA,720,495,0,1215,0.0,0.0,1,0,3,1,GD,6,TYP,0,,DETCH,1965.0,FIN,2.0,720.0,TA,TA,Y,0,0,30,0,0,0,,MNPRV,,0,5,2007,WD,NORMAL,175044.797633861
2576,FINISHEDAGES,MD,50.0,7288,P,,0,LVL,ALLPUB,INSIDE,0,IDOTRR,ARTERY,NORMAL,SD,OHF,5,7,1925,2003,G,SS,VS,VINYLSD,N,0.0,GD,3,BT,3.0,1.0,1.0,1.0,0.0,1.0,0.0,936.0,936.0,GASA,4,1,SBRKR,936,665,0,1601,0.0,0.0,2,0,3,1,TA,6,TYP,0,,,,,0.0,0.0,,,N,0,0,0,176,0,0,,,,0,9,2007,WD,NORMAL,180031.162892704
2577,OLDER,MD,50.0,9060,P,,0,LVL,ALLPUB,INSIDE,0,IDOTRR,NORNAM,NORMAL,SD,TS,5,6,1923,1999,G,SS,WS,PLYWOOD,N,0.0,TA,2,BT,4.0,3.0,1.0,5.0,548.0,1.0,0.0,311.0,859.0,GASA,4,1,SBRKR,942,886,0,1828,0.0,0.0,2,0,3,1,GD,6,TYP,0,,DETCH,,,,,,,Y,174,0,212,0,0,0,,MNPRV,,0,3,2007,WD,ALLOCA,176889.171525162
2578,OLDER,MD,46.0,3672,P,,0,LVL,ALLPUB,INSIDE,0,IDOTRR,ARTERY,NORMAL,SD,OS,5,7,1922,1950,G,SS,STC,STUCCO,N,0.0,TA,2,BT,3.0,3.0,1.0,1.0,0.0,1.0,0.0,816.0,816.0,GASA,4,1,SBRKR,816,0,0,816,0.0,0.0,1,0,2,1,TA,5,TYP,0,,DETCH,1922.0,UNF,1.0,100.0,FA,FA,N,0,0,96,0,0,0,,,,0,9,2007,WD,NORMAL,159638.856165666
2579,FINISHEDAGES,MD,64.0,11067,P,,0,LVL,ALLPUB,CORNER,0,IDOTRR,NORNAM,NORMAL,SD,OHF,2,4,1939,1950,G,SS,MS,METALSD,N,0.0,TA,2,BT,,,,,0.0,,0.0,0.0,0.0,GASA,4,1,SBRKR,640,0,205,845,0.0,0.0,1,0,1,1,TA,4,MAJJ,0,,DETCH,1950.0,UNF,1.0,256.0,TA,FA,N,48,0,0,0,0,0,,,,0,3,2007,WD,NORMAL,154287.264375509
2580,CONVERSION,C,75.0,8250,P,,0,LVL,ALLPUB,INSIDE,0,IDOTRR,FEEDR,NORMAL,TC,TS,5,6,1895,2006,G,SS,VS,VINYLSD,N,0.0,TA,3,CB,3.0,3.0,1.0,1.0,0.0,1.0,0.0,957.0,957.0,GASA,1,0,SBRKR,1034,957,0,1991,0.0,0.0,2,0,4,2,TA,9,TYP,0,,,,,0.0,0.0,,,N,0,0,133,0,0,0,,,,0,6,2007,WD,NORMAL,191885.61818127302
2581,NEWERSTYLES,C,65.0,6565,P,,0,LVL,ALLPUB,CORNER,0,IDOTRR,NORNAM,NORMAL,SD,OS,4,6,1957,1980,G,SS,MS,METALSD,N,0.0,TA,2,CB,3.0,3.0,1.0,6.0,967.0,1.0,0.0,106.0,1073.0,GASA,3,1,FUSEA,1073,0,0,1073,1.0,0.0,1,0,3,1,TA,6,TYP,0,,DETCH,1985.0,UNF,2.0,720.0,TA,TA,Y,0,444,0,0,0,0,,,,0,8,2007,WD,ABNORMAL,177503.37861293397
2582,OLDER,C,60.0,6060,P,,0,LVL,ALLPUB,INSIDE,0,IDOTRR,NORNAM,NORMAL,SD,OS,5,9,1930,2007,H,SS,MS,METALSD,N,0.0,GD,2,BT,3.0,3.0,1.0,5.0,737.0,1.0,0.0,100.0,837.0,GASA,4,1,SBRKR,1001,0,0,1001,0.0,0.0,1,0,2,1,GD,5,TYP,0,,DETCH,1930.0,UNF,1.0,216.0,TA,PO,N,154,0,42,86,0,0,,,,0,11,2007,WD,NORMAL,166548.31684976
2583,PUD,MD,59.0,5568,P,,1,HLS,ALLPUB,INSIDE,1,Crawfor,NORNAM,NORMAL,TEU,OS,8,5,2006,2007,H,SS,CB,CEMNTBD,S,473.0,GD,2,PC,4.0,3.0,4.0,6.0,1573.0,1.0,0.0,0.0,1573.0,GASA,3,1,SBRKR,1625,0,0,1625,1.0,1.0,2,0,2,1,GD,5,TYP,1,GD,ATTCH,2006.0,FIN,2.0,495.0,TA,TA,Y,123,0,0,0,153,0,,,,0,10,2007,NEW,PARTIAL,164475.14942856
2584,FOYER,LD,,12150,P,,1,BNK,ALLPUB,CULDSAC,0,Mitchel,NORNAM,NORMAL,SD,SF,6,6,1979,1979,G,SS,HB,WDSHING,N,0.0,TA,2,CB,4.0,3.0,3.0,6.0,1001.0,1.0,0.0,0.0,1001.0,GASA,2,1,SBRKR,1299,0,0,1299,1.0,0.0,2,0,2,1,GD,5,TYP,1,PO,BUIN,1979.0,RFN,2.0,486.0,TA,TA,Y,84,0,222,0,0,0,,MNPRV,,0,1,2007,WD,NORMAL,167484.744857879
2585,NEWERSTYLES,LD,80.0,10000,P,,0,LVL,ALLPUB,INSIDE,0,Mitchel,NORNAM,NORMAL,SD,OS,5,5,2002,2002,G,SS,VS,VINYLSD,BF,166.0,GD,2,PC,4.0,3.0,1.0,6.0,585.0,1.0,0.0,856.0,1441.0,GASA,4,1,SBRKR,1392,0,0,1392,0.0,0.0,2,0,3,1,GD,6,TYP,1,GD,ATTCH,2002.0,FIN,3.0,650.0,TA,TA,Y,168,49,0,0,0,0,,,,0,12,2007,WD,NORMAL,188683.160555403
2586,NEWERSTYLES,LD,44.0,12864,P,,1,LVL,ALLPUB,CULDSAC,0,Mitchel,NORNAM,NORMAL,SD,OS,7,5,2002,2002,G,SS,VS,VINYLSD,N,0.0,GD,2,PC,4.0,3.0,1.0,6.0,1392.0,1.0,0.0,17.0,1409.0,GASA,4,1,SBRKR,1409,0,0,1409,1.0,0.0,1,1,1,1,GD,4,TYP,1,GD,ATTCH,2002.0,RFN,2.0,576.0,TA,TA,Y,0,144,0,0,145,0,,,,0,7,2007,WD,NORMAL,162243.399502668
2587,NEWERSTYLES,LD,,9928,P,,1,LVL,ALLPUB,CULDSAC,0,Mitchel,NORNAM,NORMAL,SD,OS,7,5,1991,1992,G,SS,HB,HDBOARD,N,0.0,TA,2,PC,4.0,3.0,1.0,6.0,1239.0,1.0,0.0,215.0,1454.0,GASA,2,1,SBRKR,1478,0,0,1478,1.0,0.0,2,0,3,1,TA,6,TYP,1,TA,ATTCH,1991.0,UNF,2.0,506.0,TA,TA,Y,114,22,0,0,0,0,,,,0,5,2007,WD,NORMAL,180807.213919103
2588,MULTILEVEL,LD,,8750,P,,1,LVL,ALLPUB,INSIDE,0,Mitchel,NORNAM,NORMAL,SD,SL,7,6,1975,1975,G,SS,PW,PLYWOOD,S,50.0,TA,2,CB,3.0,3.0,3.0,3.0,224.0,6.0,530.0,98.0,852.0,GASA,2,1,SBRKR,918,0,0,918,0.0,1.0,1,0,3,0,TA,4,TYP,0,,ATTCH,1975.0,UNF,1.0,360.0,TA,TA,Y,192,84,0,0,0,0,,,,0,3,2007,WD,NORMAL,176279.079637039
2589,FOYER,LD,82.0,8410,P,,1,LVL,ALLPUB,CORNER,0,Mitchel,NORNAM,NORMAL,SD,SF,6,6,1974,1974,G,SS,PW,PLYWOOD,N,0.0,TA,2,CB,4.0,3.0,3.0,5.0,924.0,1.0,0.0,46.0,970.0,GASA,2,1,SBRKR,1026,0,0,1026,1.0,0.0,1,0,2,1,TA,5,TYP,1,PO,ATTCH,1974.0,UNF,2.0,528.0,TA,TA,Y,193,0,0,0,0,0,,,,0,4,2007,WD,NORMAL,163438.959094218
2590,PUD,LD,46.0,4054,P,,1,LVL,ALLPUB,INSIDE,0,Timber,NORNAM,NORMAL,TEU,OS,7,6,1987,1987,G,SS,VS,VINYLSD,BF,352.0,GD,2,BT,4.0,3.0,3.0,6.0,949.0,1.0,0.0,552.0,1501.0,GASA,4,1,SBRKR,1501,0,0,1501,1.0,0.0,2,0,2,1,GD,5,TYP,2,TA,ATTCH,1987.0,FIN,2.0,512.0,TA,TA,Y,240,0,0,0,0,0,,,,0,10,2007,WD,NORMAL,161495.5393685
2591,NEWERSTYLES,LD,149.0,19958,P,,0,LVL,ALLPUB,INSIDE,0,Timber,NORNAM,NORMAL,SD,OS,6,8,1958,1995,H,SS,HB,HDBOARD,BF,1224.0,TA,3,CB,3.0,3.0,1.0,1.0,0.0,1.0,0.0,585.0,585.0,GASA,3,1,SBRKR,2279,0,0,2279,0.0,0.0,2,1,4,1,GD,7,TYP,1,GD,ATTCH,1958.0,RFN,2.0,461.0,TA,TA,Y,274,0,0,0,138,0,,GDPRV,,0,7,2007,WD,NORMAL,216032.303722443
2592,NEWERSTYLES,LD,67.0,8368,P,,1,HLS,ALLPUB,INSIDE,0,Timber,NORNAM,NORMAL,SD,OS,7,5,2006,2007,G,SS,VS,VINYLSD,N,0.0,GD,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1689.0,1689.0,GASA,4,1,SBRKR,1689,0,0,1689,0.0,0.0,2,0,3,1,GD,7,TYP,0,,ATTCH,2007.0,FIN,2.0,433.0,TA,TA,Y,100,39,0,0,0,0,,,,0,4,2007,NEW,PARTIAL,176632.18154140102
2593,NEWERSTYLES,LD,68.0,8298,P,,1,HLS,ALLPUB,INSIDE,0,Timber,NORNAM,NORMAL,SD,OS,8,5,2006,2007,H,SS,VS,VINYLSD,,,GD,2,PC,4.0,3.0,3.0,6.0,583.0,1.0,0.0,963.0,1546.0,GASA,4,1,SBRKR,1564,0,0,1564,0.0,0.0,2,0,2,1,EX,6,TYP,1,GD,ATTCH,2207.0,RFN,2.0,502.0,TA,TA,Y,132,0,0,0,0,0,,,,0,9,2007,NEW,PARTIAL,168743.001567144
2594,NEWERSTYLES,LD,42.0,10331,P,,0,LVL,ALLPUB,CULDSAC,0,Timber,NORNAM,NORMAL,SD,OS,7,7,1985,1985,G,SS,PW,PLYWOOD,N,0.0,TA,2,CB,4.0,3.0,1.0,5.0,215.0,4.0,80.0,970.0,1265.0,GASA,3,1,SBRKR,1240,0,0,1240,0.0,1.0,2,0,3,1,GD,6,TYP,0,,ATTCH,1985.0,UNF,2.0,528.0,TA,TA,Y,232,0,0,0,0,0,,,,0,7,2007,WD,NORMAL,183810.11848086
2595,NEWERSTYLES,LD,,6718,P,,1,LVL,ALLPUB,INSIDE,0,Timber,NORNAM,NORMAL,SD,OS,8,5,2001,2001,G,SS,VS,VINYLSD,BF,86.0,GD,2,PC,5.0,3.0,2.0,6.0,250.0,1.0,0.0,1017.0,1267.0,GASA,4,1,SBRKR,1312,0,0,1312,0.0,0.0,2,0,2,1,GD,5,TYP,0,,ATTCH,2001.0,UNF,2.0,471.0,TA,TA,Y,256,28,0,0,0,0,,,,0,1,2007,WD,NORMAL,156794.36054728
2596,NEWERSTYLES,LD,80.0,11305,P,,0,LVL,ALLPUB,INSIDE,0,Timber,NORNAM,NORMAL,SD,OS,8,5,2002,2002,H,SS,VS,VINYLSD,BF,886.0,GD,2,PC,4.0,3.0,3.0,6.0,1329.0,1.0,0.0,593.0,1922.0,GASA,4,1,SBRKR,1922,0,0,1922,1.0,0.0,2,0,2,1,GD,6,TYP,1,EX,ATTCH,2002.0,FIN,3.0,692.0,TA,TA,Y,201,64,0,0,0,0,,,,0,4,2007,WD,NORMAL,169136.43011395
2597,NEWERSTYLES,LD,,7777,P,,1,LVL,ALLPUB,INSIDE,0,Timber,NORNAM,NORMAL,SD,OS,6,5,1996,1996,G,SS,VS,VINYLSD,BF,203.0,GD,2,PC,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1491.0,1491.0,GASA,4,1,SBRKR,1491,0,0,1491,0.0,0.0,2,0,3,1,TA,7,TYP,1,TA,ATTCH,1996.0,FIN,2.0,571.0,TA,TA,Y,0,35,0,0,0,0,,,,0,11,2007,WD,NORMAL,183203.31875245602
2598,NEWER,LD,,11800,P,,1,LVL,ALLPUB,INSIDE,0,Timber,NORNAM,NORMAL,SD,TS,7,5,2003,2004,G,SS,VS,VINYLSD,BF,94.0,GD,2,PC,4.0,3.0,4.0,6.0,766.0,1.0,0.0,356.0,1122.0,GASA,4,1,SBRKR,1146,1340,0,2486,1.0,0.0,3,1,5,1,GD,10,TYP,1,GD,BUIN,2003.0,FIN,2.0,452.0,TA,TA,Y,143,32,0,0,0,0,,,,0,7,2007,WD,NORMAL,213252.926930889
2599,NEWERSTYLES,LD,85.0,12633,P,,1,HLS,ALLPUB,INSIDE,0,Timber,POSA,POSA,SD,OS,10,5,2006,2007,H,SS,MS,METALSD,BF,242.0,EX,2,PC,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1824.0,1824.0,GASA,4,1,SBRKR,1824,0,0,1824,0.0,0.0,2,0,3,1,EX,8,TYP,1,GD,ATTCH,2006.0,FIN,3.0,932.0,TA,TA,Y,160,36,0,0,108,0,,,,0,9,2007,NEW,PARTIAL,190550.32786695898
2600,NEWERSTYLES,LD,200.0,43500,P,,0,LVL,ALLPUB,INSIDE,0,Mitchel,ARTERY,NORMAL,SD,OS,3,5,1953,1953,G,SS,MS,METALSD,N,0.0,TA,2,CB,,,,,0.0,,0.0,0.0,0.0,GASA,4,1,SBRKR,2034,0,0,2034,0.0,0.0,1,0,2,1,TA,9,MIN,0,,TYPES,1953.0,RFN,4.0,1041.0,TA,TA,N,483,266,0,0,0,561,,GDPRV,,0,6,2007,WD,NORMAL,234707.209860273
2601,PUD,MD,62.0,6710,P,,1,LVL,ALLPUB,FRR,0,Mitchel,NORNAM,NORMAL,TEU,SF,6,5,1996,1997,G,SS,VS,VINYLSD,BF,134.0,TA,2,PC,5.0,3.0,3.0,3.0,16.0,6.0,904.0,0.0,920.0,GASA,4,1,SBRKR,936,0,0,936,2.0,0.0,0,1,0,1,TA,3,TYP,0,,ATTCH,1996.0,FIN,2.0,460.0,TA,TA,Y,0,40,0,0,0,0,,,,0,6,2007,WD,NORMAL,135751.318892816
2602,PUDNEWER,MD,21.0,1504,P,,0,LVL,ALLPUB,INSIDE,0,MeadowV,NORNAM,NORMAL,TIU,TS,4,4,1972,1972,G,SS,CB,CEMNTBD,N,0.0,TA,2,CB,3.0,3.0,1.0,4.0,252.0,1.0,0.0,294.0,546.0,GASA,2,1,SBRKR,546,546,0,1092,0.0,0.0,1,1,3,1,TA,5,TYP,0,,ATTCH,1972.0,UNF,1.0,253.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2007,WD,NORMAL,164228.45886894
2603,MULTIINCL,MD,,1533,P,,0,LVL,ALLPUB,INSIDE,0,MeadowV,NORNAM,NORMAL,TIU,SL,4,5,1970,1970,G,SS,CB,CEMNTBD,N,0.0,TA,2,CB,4.0,3.0,3.0,6.0,503.0,1.0,0.0,27.0,530.0,GASA,2,1,SBRKR,530,462,0,992,1.0,0.0,1,0,2,1,TA,4,TYP,0,,BUIN,1970.0,FIN,1.0,297.0,TA,TA,Y,112,97,0,0,0,0,,,,0,7,2007,WD,NORMAL,153219.437030419
2604,PUDNEWER,MD,21.0,1495,P,,0,LVL,ALLPUB,INSIDE,0,MeadowV,NORNAM,NORMAL,TEU,TS,4,6,1970,1970,G,SS,CB,CEMNTBD,BF,189.0,TA,2,CB,3.0,3.0,1.0,5.0,384.0,1.0,0.0,162.0,546.0,GASA,4,1,SBRKR,546,546,0,1092,0.0,0.0,1,1,3,1,TA,5,TYP,0,,,,,0.0,0.0,,,Y,0,64,0,0,0,0,,,,0,5,2007,WD,NORMAL,164210.746523801
2605,PUDNEWER,MD,21.0,1890,P,,0,LVL,ALLPUB,INSIDE,0,MeadowV,NORNAM,NORMAL,TIU,TS,4,3,1976,1976,G,SS,CB,CEMNTBD,N,0.0,TA,2,CB,3.0,3.0,1.0,1.0,0.0,1.0,0.0,546.0,546.0,GASA,4,1,SBRKR,546,546,0,1092,0.0,0.0,1,1,3,1,TA,6,TYP,0,,ATTCH,1976.0,UNF,1.0,286.0,TA,TA,Y,0,0,0,0,0,0,,GDWO,,0,4,2007,COD,NORMAL,163883.229117973
2606,FOYER,LD,72.0,9129,P,,0,LVL,ALLPUB,INSIDE,0,Mitchel,NORNAM,NORMAL,SD,SF,5,5,1977,1977,G,SS,PW,PLYWOOD,BF,144.0,TA,2,PC,4.0,3.0,3.0,6.0,923.0,1.0,0.0,0.0,923.0,GASA,2,1,SBRKR,1008,0,0,1008,1.0,0.0,1,0,1,1,GD,4,TYP,1,FA,ATTCH,1977.0,FIN,2.0,678.0,TA,TA,Y,201,66,0,0,0,0,,MNPRV,,0,7,2007,WD,NORMAL,154892.776269956
2607,MULTILEVEL,LD,,15957,P,,1,LOW,ALLPUB,CORNER,1,Mitchel,NORNAM,NORMAL,SD,SL,6,6,1977,1977,G,SS,HB,PLYWOOD,N,0.0,TA,2,PC,4.0,3.0,4.0,6.0,1148.0,1.0,0.0,96.0,1244.0,GASA,2,1,SBRKR,1356,0,0,1356,2.0,0.0,2,0,3,1,TA,6,TYP,1,TA,ATTCH,1977.0,FIN,2.0,528.0,TA,TA,Y,1424,0,0,0,0,0,,MNPRV,,0,9,2007,WD,NORMAL,197092.08733832
2608,NEWERSTYLES,LD,61.0,33983,P,,1,LVL,ALLPUB,INSIDE,0,Mitchel,NORNAM,NORMAL,SD,OS,5,6,1977,1994,G,SS,PW,PLYWOOD,N,0.0,TA,1,PC,3.0,3.0,2.0,5.0,1112.0,1.0,0.0,48.0,1160.0,GASA,2,1,SBRKR,1676,0,0,1676,1.0,0.0,1,1,3,1,GD,6,MOD,2,TA,ATTCH,1977.0,RFN,2.0,672.0,TA,TA,P,690,90,0,0,0,0,,GDPRV,,0,5,2007,WD,NORMAL,228148.376399122
2609,NEWER,LD,68.0,8286,P,,1,LVL,ALLPUB,CORNER,0,Mitchel,NORNAM,NORMAL,SD,TS,5,7,1977,1977,G,SS,PW,PLYWOOD,N,0.0,TA,2,PC,4.0,3.0,1.0,3.0,531.0,1.0,0.0,185.0,716.0,GASA,4,1,SBRKR,716,716,0,1432,1.0,0.0,1,1,3,1,TA,6,TYP,1,GD,ATTCH,1977.0,FIN,2.0,531.0,TA,TA,Y,0,136,0,0,240,0,,GDPRV,,0,6,2007,WD,NORMAL,178680.587503997
2610,FOYER,LD,50.0,6723,P,,0,LVL,ALLPUB,INSIDE,0,Mitchel,NORNAM,NORMAL,SD,SF,5,7,1971,1971,G,SS,WS,HDBOARD,N,0.0,TA,2,CB,4.0,3.0,3.0,6.0,796.0,1.0,0.0,0.0,796.0,GASA,2,1,SBRKR,796,0,0,796,0.0,1.0,1,0,2,1,TA,5,TYP,0,,,,,0.0,0.0,,,Y,129,0,0,0,0,0,,GDWO,,0,9,2007,WD,NORMAL,165643.34116780802
2611,NEWERSTYLES,LD,124.0,27697,P,,0,LVL,ALLPUB,INSIDE,0,Mitchel,NORNAM,NORMAL,SD,OS,4,3,1961,1961,S,SS,PW,PLYWOOD,,198.0,TA,2,CB,3.0,3.0,1.0,4.0,811.0,1.0,0.0,585.0,1396.0,GASA,2,0,SBRKR,1608,0,0,1608,0.0,0.0,1,0,3,1,TA,6,TYP,0,,ATTCH,1961.0,UNF,1.0,444.0,TA,FA,Y,152,38,0,0,0,0,,,,0,11,2007,COD,ABNORMAL,222406.642660249
2612,NEWERSTYLES,LD,,11000,P,,2,LVL,ALLPUB,CORNER,0,Mitchel,NORNAM,NORMAL,SD,OS,5,6,1976,2003,G,SS,PW,PLYWOOD,N,0.0,TA,2,PC,4.0,3.0,1.0,2.0,1090.0,1.0,0.0,0.0,1090.0,GASA,2,1,SBRKR,1178,0,0,1178,1.0,0.0,1,1,3,1,TA,6,TYP,0,,ATTCH,1976.0,UNF,2.0,502.0,TA,TA,Y,0,44,0,0,88,0,,MNPRV,,0,6,2007,WD,NORMAL,184021.843582599
2613,NEWERSTYLES,LD,65.0,11625,P,,1,LVL,ALLPUB,INSIDE,0,Mitchel,NORNAM,NORMAL,SD,OS,5,7,1983,1983,G,SS,HB,HDBOARD,N,0.0,TA,2,CB,4.0,3.0,1.0,5.0,596.0,1.0,0.0,220.0,816.0,GASA,2,1,SBRKR,816,0,0,816,1.0,0.0,1,0,2,1,TA,4,TYP,0,,ATTCH,1983.0,FIN,1.0,264.0,TA,TA,Y,330,0,0,0,0,0,,MNPRV,,0,5,2007,WD,NORMAL,170871.094939159
2614,NEWERSTYLES,LD,62.0,10447,P,,0,LVL,ALLPUB,INSIDE,0,Mitchel,NORNAM,NORMAL,SD,OS,5,6,1984,1984,G,SS,PW,HDBOARD,N,0.0,TA,2,CB,3.0,3.0,1.0,5.0,516.0,1.0,0.0,348.0,864.0,GASA,2,1,SBRKR,887,0,0,887,0.0,1.0,1,0,3,1,TA,5,TYP,0,,ATTCH,1984.0,RFN,1.0,288.0,TA,TA,Y,140,0,0,0,0,0,,,,0,12,2007,WD,NORMAL,189562.873697309
2615,NEWERSTYLES,LD,,11027,P,,1,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,OS,6,5,1954,1954,H,SS,WS,WDSDNG,S,28.0,TA,2,CB,3.0,3.0,1.0,4.0,468.0,3.0,539.0,171.0,1178.0,GASA,3,1,SBRKR,1293,0,0,1293,1.0,0.0,2,0,2,1,TA,5,TYP,0,,ATTCH,1954.0,RFN,2.0,452.0,TA,TA,Y,280,0,0,0,0,0,,,,0,5,2006,WD,NORMAL,170591.884966356
2616,NEWERSTYLES,LD,85.0,10533,P,,1,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,OS,6,6,1956,1956,H,SS,VS,VINYLSD,BF,244.0,TA,3,CB,3.0,3.0,1.0,3.0,773.0,1.0,0.0,235.0,1008.0,GASA,2,1,SBRKR,1024,0,0,1024,1.0,0.0,1,0,2,1,GD,5,TYP,2,TA,ATTCH,1956.0,UNF,1.0,313.0,TA,TA,Y,0,0,0,0,280,0,,,,0,8,2006,WD,NORMAL,172934.351682851
2617,NEWERSTYLES,LD,,11765,P,,1,LVL,ALLPUB,CORNER,0,NAmes,NORNAM,NORMAL,SD,OS,5,5,1957,1957,G,SS,WS,WDSDNG,S,302.0,TA,2,CB,3.0,3.0,2.0,3.0,1127.0,1.0,0.0,490.0,1617.0,GASA,1,1,SBRKR,1797,0,0,1797,0.0,0.0,1,1,3,1,TA,7,TYP,1,TA,ATTCH,1957.0,UNF,3.0,963.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006,WD,NORMAL,186425.069879189
2618,NEWERSTYLES,LD,,39384,P,,1,LOW,ALLPUB,CULDSAC,2,NAmes,NORNAM,NORMAL,SD,OS,6,6,1957,1957,G,SS,WS,WDSDNG,S,902.0,TA,2,CB,4.0,3.0,4.0,5.0,1110.0,1.0,0.0,595.0,1705.0,GASA,4,1,SBRKR,1390,0,0,1390,1.0,0.0,1,1,1,1,EX,4,MIN,2,GD,ATTCH,1957.0,UNF,2.0,550.0,TA,TA,Y,0,189,0,0,0,0,,,,0,10,2006,WD,ABNORMAL,218648.131133006
